date,l,m,h,na,sum
2016-04-20,72,1,1,0,74
2016-04-21,118,15,0,0,133
2016-04-22,100,9,0,0,109
2016-04-23,38,1,0,0,39
2016-04-24,76,0,0,0,76
2016-04-25,67,0,0,0,67
2016-04-26,67,24,0,0,91
2016-04-27,59,29,4,0,92
2016-04-28,81,0,6,0,87
2016-04-29,101,5,1,0,107
2016-04-30,32,6,0,0,38
2016-05-01,36,5,0,0,41
2016-05-02,100,11,6,0,117
2016-05-03,68,5,1,0,74
2016-05-04,124,52,6,0,182
2016-05-05,125,116,5,0,246
2016-05-06,165,233,20,0,418
2016-05-07,321,161,35,0,517
2016-05-08,253,55,15,0,323
2016-05-09,127,42,0,0,169
2016-05-10,315,5,0,0,320
2016-05-11,275,35,3,0,313
2016-05-12,246,49,3,0,298
2016-05-13,333,25,2,0,360
2016-05-14,157,15,16,0,188
2016-05-15,244,78,16,0,338
2016-05-16,119,31,3,0,153
2016-05-17,98,5,1,0,104
2016-05-18,94,43,16,0,153
2016-05-19,229,56,21,0,306
2016-05-20,179,113,51,0,343
2016-05-21,295,130,39,0,464
2016-05-22,438,101,0,0,539
2016-05-23,464,76,1,0,541
2016-05-24,475,36,1,0,512
2016-05-25,219,15,0,0,234
2016-05-26,141,13,0,0,154
2016-05-27,22,3,0,0,25
2016-05-28,47,4,0,0,51
2016-05-29,71,13,0,0,84
2016-05-30,94,2,0,0,96
2016-05-31,16,0,0,0,16
2016-06-01,30,3,0,0,33
2016-06-02,33,3,2,0,38
2016-06-03,20,2,2,0,24
2016-06-04,11,1,1,0,13
2016-06-05,59,2,0,0,61
2016-06-06,194,3,0,0,197
2016-06-07,183,2,0,0,185
2016-06-08,92,4,0,0,96
2016-06-09,283,1,0,0,284
2016-06-10,231,0,0,0,231
2016-06-11,254,1,0,0,255
2016-06-12,241,0,0,0,241
2016-06-13,188,0,0,0,188
2016-06-14,104,2,0,0,106
2016-06-15,79,1,1,0,81
2016-06-16,122,11,7,0,140
2016-06-17,177,31,5,0,213
2016-06-18,170,25,1,0,196
2016-06-19,243,7,0,0,250
2016-06-20,89,23,0,0,112
2016-06-21,141,91,14,0,246
2016-06-22,219,32,4,0,255
2016-06-23,261,25,0,0,286
2016-06-24,226,42,0,0,268
2016-06-25,245,16,2,0,263
2016-06-26,103,2,1,0,106
2016-06-27,183,1,0,0,184
2016-06-28,174,13,0,0,187
2016-06-29,122,2,1,0,125
2016-06-30,133,10,1,0,144
2016-07-01,85,8,2,0,95
2016-07-02,95,2,1,0,98
2016-07-03,62,13,1,0,76
2016-07-04,84,17,1,0,102
2016-07-05,55,9,9,0,73
2016-07-06,74,5,8,0,87
2016-07-07,59,11,0,0,70
2016-07-08,57,0,0,0,57
2016-07-09,32,0,0,0,32
2016-07-10,24,1,1,0,26
2016-07-11,32,6,1,0,39
2016-07-12,39,3,1,0,43
2016-07-13,54,5,1,0,60
2016-07-14,53,0,1,0,54
2016-07-15,44,14,1,0,59
2016-07-16,68,6,1,0,75
2016-07-17,71,20,3,0,94
2016-07-18,151,47,3,0,201
2016-07-19,146,38,0,0,184
2016-07-20,214,59,0,0,273
2016-07-21,109,9,0,0,118
2016-07-22,158,6,2,0,166
2016-07-23,89,3,3,0,95
2016-07-24,23,5,4,0,32
2016-07-25,52,6,2,0,60
2016-07-26,142,19,5,0,166
2016-07-27,176,17,7,0,200
2016-07-28,193,26,11,0,230
2016-07-29,251,26,6,0,283
2016-07-30,237,19,6,0,262
2016-07-31,249,16,3,0,268
2016-08-01,176,30,2,0,208
2016-08-02,278,28,0,0,306
2016-08-03,282,11,0,0,293
2016-08-04,227,14,1,0,242
2016-08-05,251,7,1,0,259
2016-08-06,180,1,0,0,181
2016-08-07,184,16,0,0,200
2016-08-08,258,5,0,0,263
2016-08-09,219,16,0,0,235
2016-08-10,100,12,0,0,112
2016-08-11,109,4,0,0,113
2016-08-12,49,2,0,0,51
2016-08-13,30,2,0,0,32
2016-08-14,43,1,2,0,46
2016-08-15,81,4,2,0,87
2016-08-16,137,20,3,0,160
2016-08-17,156,28,6,0,190
2016-08-18,162,15,3,0,180
2016-08-19,129,34,8,0,171
2016-08-20,113,26,2,0,141
2016-08-21,157,17,1,0,175
2016-08-22,163,38,21,0,222
2016-08-23,276,52,15,0,343
2016-08-24,139,43,1,0,183
2016-08-25,238,15,1,0,254
2016-08-26,173,8,1,0,182
2016-08-27,60,10,1,0,71
2016-08-28,72,5,3,0,80
2016-08-29,115,11,12,0,138
2016-08-30,173,23,23,0,219
2016-08-31,196,51,14,0,261
2016-09-01,222,37,6,0,265
2016-09-02,294,44,6,0,344
2016-09-03,305,43,2,0,350
2016-09-04,315,9,2,0,326
2016-09-05,158,7,0,0,165
2016-09-06,39,4,1,0,44
2016-09-07,43,2,1,0,46
2016-09-08,35,9,0,0,44
2016-09-09,45,8,0,0,53
2016-09-10,36,2,0,0,38
2016-09-11,20,6,2,0,28
2016-09-12,85,7,2,0,94
2016-09-13,31,2,0,0,33
2016-09-14,50,0,0,0,50
2016-09-15,32,0,0,0,32
2016-09-16,30,2,0,0,32
2016-09-17,2,2,0,0,4
2016-09-18,14,1,0,0,15
2016-09-19,24,11,1,0,36
2016-09-20,32,7,1,0,40
2016-09-21,52,3,0,0,55
2016-09-22,34,4,0,0,38
2016-09-23,29,0,0,0,29
2016-09-24,23,0,0,0,23
2016-09-25,12,0,1,0,13
2016-09-26,50,1,2,0,53
2016-09-27,63,1,1,0,65
2016-09-28,67,0,0,0,67
2016-09-29,72,1,0,0,73
2016-09-30,44,1,0,0,45
2016-10-01,6,0,0,0,6
2016-10-02,1,0,0,0,1
2016-10-03,7,0,0,0,7
2016-10-04,14,0,0,0,14
2016-10-05,8,0,0,0,8
2016-10-06,9,0,0,0,9
2016-10-07,4,0,0,0,4
2016-10-08,5,0,0,0,5
2016-10-09,7,0,0,0,7
2016-10-10,8,0,0,0,8
2016-10-11,12,1,0,0,13
2016-10-12,8,0,0,0,8
2016-10-13,9,0,0,0,9
2016-10-14,1,0,0,0,1
2016-10-15,1,0,0,0,1
2016-10-16,12,0,0,0,12
2016-10-17,1,5,1,0,7
2016-10-18,6,0,0,0,6
2016-10-19,1,0,0,0,1
2016-10-22,3,0,0,0,3
2016-10-24,2,0,0,0,2
2016-10-25,1,0,0,0,1
2016-10-27,1,0,0,0,1
2016-10-28,1,0,0,0,1
2016-10-29,2,0,0,0,2
2016-10-30,1,0,0,0,1
2016-10-31,2,0,0,0,2
2016-11-01,4,1,0,0,5
2016-11-03,7,0,0,0,7
2016-11-04,3,0,0,0,3
2016-11-05,2,0,0,0,2
2016-11-07,12,1,0,0,13
2016-11-08,1,0,0,0,1
2016-11-09,6,0,0,0,6
2016-11-10,40,0,0,0,40
2016-11-11,46,0,0,0,46
2016-11-13,22,1,0,0,23
2016-11-14,22,1,0,0,23
2016-11-15,24,0,1,0,25
2016-11-16,35,0,0,0,35
2016-11-17,43,0,0,0,43
2016-11-18,42,0,0,0,42
2016-11-19,27,0,0,0,27
2016-11-20,6,0,0,0,6
2016-11-21,18,1,0,0,19
2016-11-22,3,0,0,0,3
2016-11-23,5,0,0,0,5
2016-11-24,1,0,0,0,1
2016-11-25,1,0,0,0,1
2016-11-26,2,0,0,0,2
2016-11-27,6,0,0,0,6
2016-11-29,1,0,0,0,1
2016-12-02,8,0,0,0,8
2016-12-03,14,0,0,0,14
2016-12-05,5,0,0,0,5
2016-12-07,1,0,0,0,1
2016-12-10,2,0,0,0,2
2016-12-14,1,0,0,0,1
2016-12-15,2,0,0,0,2
2016-12-16,1,0,0,0,1
2016-12-21,4,0,0,0,4
2016-12-22,1,0,0,0,1
2016-12-26,1,0,0,0,1
2017-01-01,19,0,0,0,19
2017-01-02,4,0,0,0,4
2017-01-03,2,0,0,0,2
2017-01-05,1,0,0,0,1
2017-01-07,1,0,0,0,1
2017-01-08,1,0,0,0,1
2017-01-09,4,0,0,0,4
2017-01-10,2,0,0,0,2
2017-01-11,5,0,0,0,5
2017-01-12,4,0,0,0,4
2017-01-18,19,0,0,0,19
2017-01-19,22,0,0,0,22
2017-01-20,3,0,0,0,3
2017-01-21,15,2,0,0,17
2017-01-22,26,0,0,0,26
2017-01-23,4,0,0,0,4
2017-01-24,9,0,0,0,9
2017-01-25,8,0,0,0,8
2017-01-27,3,0,0,0,3
2017-01-28,2,0,0,0,2
2017-01-29,2,0,0,0,2
2017-01-30,15,0,0,0,15
2017-01-31,14,0,0,0,14
2017-02-01,15,0,0,0,15
2017-02-02,7,0,0,0,7
2017-02-03,4,0,0,0,4
2017-02-04,3,0,0,0,3
2017-02-05,1,0,0,0,1
2017-02-08,14,0,0,0,14
2017-02-09,16,0,0,0,16
2017-02-10,9,1,0,0,10
2017-02-11,5,1,0,0,6
2017-02-12,2,0,0,0,2
2017-02-13,6,0,0,0,6
2017-02-14,4,0,0,0,4
2017-02-15,5,0,0,0,5
2017-02-16,9,0,0,0,9
2017-02-17,30,0,0,0,30
2017-02-18,2,0,0,0,2
2017-02-19,1,0,0,0,1
2017-02-20,2,1,0,0,3
2017-02-22,2,0,0,0,2
2017-02-23,1,0,0,0,1
2017-02-24,9,0,0,0,9
2017-02-25,11,0,0,0,11
2017-02-26,3,0,0,0,3
2017-02-27,1,0,0,0,1
2017-02-28,23,0,0,0,23
2017-03-01,35,4,0,0,39
2017-03-02,39,3,0,0,42
2017-03-03,8,0,0,0,8
2017-03-04,5,0,0,0,5
2017-03-05,3,1,0,0,4
2017-03-06,1,0,6,0,7
2017-03-07,47,19,2,0,68
2017-03-08,26,0,0,0,26
2017-03-09,20,0,0,0,20
2017-03-10,7,0,0,0,7
2017-03-11,3,0,0,0,3
2017-03-12,1,0,0,0,1
2017-03-13,2,0,0,0,2
2017-03-14,2,0,0,0,2
2017-03-15,7,0,0,0,7
2017-03-16,13,0,0,0,13
2017-03-17,24,0,0,0,24
2017-03-18,2,0,0,0,2
2017-03-19,6,0,0,0,6
2017-03-20,22,1,0,0,23
2017-03-21,39,0,0,0,39
2017-03-22,15,1,0,0,16
2017-03-23,14,0,0,0,14
2017-03-24,59,0,0,0,59
2017-03-25,35,7,0,0,42
2017-03-26,88,2,0,0,90
2017-03-27,84,2,0,0,86
2017-03-28,23,0,0,0,23
2017-03-29,27,0,0,0,27
2017-03-30,47,0,0,0,47
2017-03-31,73,1,0,0,74
2017-04-01,93,13,0,0,106
2017-04-02,40,0,0,0,40
2017-04-03,52,0,0,0,52
2017-04-04,57,0,0,0,57
2017-04-05,50,3,0,0,53
2017-04-06,92,18,0,0,110
2017-04-07,198,0,0,0,198
2017-04-08,116,5,0,0,121
2017-04-09,44,2,0,0,46
2017-04-10,179,13,0,0,192
2017-04-11,46,3,1,0,50
2017-04-12,57,5,1,0,63
2017-04-13,132,4,1,0,137
2017-04-14,103,1,0,0,104
2017-04-15,27,1,0,0,28
2017-04-16,7,0,0,0,7
2017-04-17,13,0,0,0,13
2017-04-18,27,0,0,0,27
2017-04-19,6,0,0,0,6
2017-04-20,18,1,0,0,19
2017-04-21,97,10,1,0,108
2017-04-22,31,7,0,0,38
2017-04-23,3,0,0,0,3
2017-04-24,8,0,0,0,8
2017-04-25,64,0,0,0,64
2017-04-26,175,5,0,0,180
2017-04-27,66,55,2,0,123
2017-04-28,94,52,2,0,148
2017-04-29,103,37,0,0,140
2017-04-30,67,0,0,0,67
2017-05-01,143,13,4,0,160
2017-05-02,117,7,1,0,125
2017-05-03,146,7,0,0,153
2017-05-04,32,0,0,0,32
2017-05-05,27,0,0,0,27
2017-05-06,32,2,0,0,34
2017-05-07,41,6,0,0,47
2017-05-08,78,1,2,0,81
2017-05-09,187,3,1,0,191
2017-05-10,168,1,1,0,170
2017-05-11,214,1,0,0,215
2017-05-12,93,0,0,0,93
2017-05-13,28,0,0,0,28
2017-05-14,102,4,0,0,106
2017-05-15,101,0,0,0,101
2017-05-16,127,19,0,0,146
2017-05-17,151,20,0,0,171
2017-05-18,119,16,0,0,135
2017-05-19,77,12,0,0,89
2017-05-20,32,0,0,0,32
2017-05-21,25,0,0,0,25
2017-05-22,138,24,1,0,163
2017-05-23,145,0,0,0,145
2017-05-24,118,0,0,0,118
2017-05-25,228,4,0,0,232
2017-05-26,187,6,0,0,193
2017-05-27,205,17,0,0,222
2017-05-28,183,20,0,0,203
2017-05-29,69,3,0,0,72
2017-05-30,67,0,0,0,67
2017-05-31,129,4,0,0,133
2017-06-01,118,4,0,0,122
2017-06-02,144,4,0,0,148
2017-06-03,99,3,0,0,102
2017-06-04,120,43,0,0,163
2017-06-05,128,2,0,0,130
2017-06-06,129,1,1,0,131
2017-06-07,95,0,0,0,95
2017-06-08,51,1,0,0,52
2017-06-09,11,1,0,0,12
2017-06-10,61,1,0,0,62
2017-06-11,6,1,0,0,7
2017-06-12,82,0,0,0,82
2017-06-13,73,0,0,0,73
2017-06-14,22,0,0,0,22
2017-06-15,43,8,0,0,51
2017-06-16,68,1,0,0,69
2017-06-17,88,1,0,0,89
2017-06-18,12,2,0,0,14
2017-06-19,39,0,0,0,39
2017-06-20,102,3,1,0,106
2017-06-21,158,11,2,0,171
2017-06-22,211,18,6,0,235
2017-06-23,188,51,7,0,246
2017-06-24,165,21,3,0,189
2017-06-25,149,17,0,0,166
2017-06-26,211,36,0,0,247
2017-06-27,216,25,7,0,248
2017-06-28,252,28,1,0,281
2017-06-29,192,19,1,0,212
2017-06-30,231,5,0,0,236
2017-07-01,133,1,1,0,135
2017-07-02,115,4,1,0,120
2017-07-03,153,2,2,0,157
2017-07-04,175,1,3,0,179
2017-07-05,143,3,0,0,146
2017-07-06,164,7,0,0,171
2017-07-07,179,22,1,0,202
2017-07-08,269,25,4,0,298
2017-07-09,290,26,2,0,318
2017-07-10,263,41,7,0,311
2017-07-11,405,69,8,0,482
2017-07-12,166,62,2,0,230
2017-07-13,148,117,22,0,287
2017-07-14,188,116,6,0,310
2017-07-15,304,54,29,0,387
2017-07-16,300,64,20,0,384
2017-07-17,471,102,20,0,593
2017-07-18,465,81,40,0,586
2017-07-19,300,35,28,0,363
2017-07-20,306,69,48,0,423
2017-07-21,273,56,34,0,363
2017-07-22,386,15,5,0,406
2017-07-23,463,5,0,0,468
2017-07-24,363,6,1,0,370
2017-07-25,369,8,0,0,377
2017-07-26,195,13,13,0,221
2017-07-27,142,48,10,0,200
2017-07-28,151,41,6,0,198
2017-07-29,177,45,7,0,229
2017-07-30,292,44,27,0,363
2017-07-31,165,52,34,0,251
2017-08-01,291,51,34,0,376
2017-08-02,288,98,52,0,438
2017-08-03,217,94,24,0,335
2017-08-04,220,77,58,0,355
2017-08-05,266,43,41,0,350
2017-08-06,287,88,74,0,449
2017-08-07,294,90,86,0,470
2017-08-08,328,117,90,0,535
2017-08-09,356,101,57,0,514
2017-08-10,406,71,55,0,532
2017-08-11,212,108,15,0,335
2017-08-12,188,30,36,0,254
2017-08-13,136,50,46,0,232
2017-08-14,174,78,51,0,303
2017-08-15,283,81,90,0,454
2017-08-16,372,61,75,0,508
2017-08-17,206,97,114,0,417
2017-08-18,301,131,108,0,540
2017-08-19,346,147,73,0,566
2017-08-20,365,125,8,0,498
2017-08-21,462,140,31,0,633
2017-08-22,410,147,80,0,637
2017-08-23,402,80,91,0,573
2017-08-24,367,149,95,0,611
2017-08-25,258,198,72,0,528
2017-08-26,457,50,3,0,510
2017-08-27,481,67,19,0,567
2017-08-28,528,124,37,0,689
2017-08-29,499,168,61,0,728
2017-08-30,376,218,78,0,672
2017-08-31,360,171,119,0,650
2017-09-01,396,119,120,0,635
2017-09-02,232,45,29,0,306
2017-09-03,231,82,94,0,407
2017-09-04,210,155,226,0,591
2017-09-05,253,182,257,0,692
2017-09-06,446,179,139,0,764
2017-09-07,358,236,121,0,715
2017-09-08,399,128,111,0,638
2017-09-09,248,234,109,0,591
2017-09-10,295,205,195,0,695
2017-09-11,298,212,235,0,745
2017-09-12,433,160,41,0,634
2017-09-13,347,40,37,0,424
2017-09-14,384,120,13,0,517
2017-09-15,431,104,56,0,591
2017-09-16,234,105,11,0,350
2017-09-17,209,6,0,0,215
2017-09-18,87,0,0,0,87
2017-09-19,85,0,0,0,85
2017-09-20,65,0,0,0,65
2017-09-21,136,0,0,0,136
2017-09-22,40,0,0,0,40
2017-09-23,49,0,0,0,49
2017-09-24,1,0,0,0,1
2017-09-25,7,0,0,0,7
2017-09-26,17,2,1,0,20
2017-09-27,27,0,0,0,27
2017-09-28,13,0,0,0,13
2017-09-29,47,7,0,0,54
2017-09-30,1,0,0,0,1
2017-10-02,2,0,0,0,2
2017-10-03,4,0,0,0,4
2017-10-04,7,0,0,0,7
2017-10-05,11,0,0,0,11
2017-10-06,14,0,0,0,14
2017-10-07,17,1,0,0,18
2017-10-08,19,0,0,0,19
2017-10-09,27,5,5,0,37
2017-10-10,35,13,5,0,53
2017-10-11,56,6,10,0,72
2017-10-12,54,3,16,0,73
2017-10-13,68,1,6,0,75
2017-10-14,51,7,3,0,61
2017-10-15,31,10,2,0,43
2017-10-16,13,3,0,0,16
2017-10-17,15,0,0,0,15
2017-10-18,42,3,0,0,45
2017-10-19,22,1,0,0,23
2017-10-20,4,0,0,0,4
2017-10-21,2,0,0,0,2
2017-10-22,4,0,0,0,4
2017-10-23,6,1,0,0,7
2017-10-24,36,1,0,0,37
2017-10-25,20,0,0,0,20
2017-10-26,30,0,0,0,30
2017-10-27,12,0,0,0,12
2017-10-28,4,0,0,0,4
2017-10-29,6,0,0,0,6
2017-10-30,14,0,0,0,14
2017-10-31,14,0,0,0,14
2017-11-01,9,0,0,0,9
2017-11-02,2,0,0,0,2
2017-11-03,2,0,0,0,2
2017-11-04,1,0,0,0,1
2017-11-05,1,0,0,0,1
2017-11-06,2,0,0,0,2
2017-11-10,1,0,0,0,1
2017-11-11,1,0,0,0,1
2017-11-13,2,0,0,0,2
2017-11-14,3,0,0,0,3
2017-11-16,4,0,0,0,4
2017-11-17,4,0,0,0,4
2017-11-19,1,0,0,0,1
2017-11-20,3,0,0,0,3
2017-11-23,2,0,0,0,2
2017-11-24,4,0,0,0,4
2017-11-25,3,0,0,0,3
2017-11-26,3,0,0,0,3
2017-11-27,6,0,0,0,6
2017-11-28,11,0,0,0,11
2017-11-29,2,0,0,0,2
2017-11-30,2,0,0,0,2
2017-12-01,2,0,0,0,2
2017-12-02,1,0,0,0,1
2017-12-03,1,0,0,0,1
2017-12-04,1,0,0,0,1
2017-12-05,3,0,0,0,3
2017-12-06,7,0,0,0,7
2017-12-07,9,8,1,0,18
2017-12-08,3,1,1,0,5
2017-12-09,35,5,1,0,41
2017-12-10,36,2,3,0,41
2017-12-11,38,8,2,0,48
2017-12-12,43,13,2,0,58
2017-12-13,58,15,2,0,75
2017-12-14,43,0,1,0,44
2017-12-15,45,0,1,0,46
2017-12-16,8,0,1,0,9
2017-12-17,0,1,0,0,1
2017-12-18,1,0,0,0,1
2017-12-19,6,0,0,0,6
2017-12-20,2,0,0,0,2
2017-12-21,1,0,0,0,1
2017-12-24,2,0,0,0,2
2017-12-28,2,0,0,0,2
2017-12-30,5,0,0,0,5
2017-12-31,5,0,0,0,5
2018-01-01,1,0,0,0,1
2018-01-03,6,0,0,0,6
2018-01-04,9,0,0,0,9
2018-01-05,8,0,0,0,8
2018-01-06,14,0,0,0,14
2018-01-08,1,0,0,0,1
2018-01-09,2,0,0,0,2
2018-01-10,2,0,0,0,2
2018-01-11,6,0,0,0,6
2018-01-12,1,0,0,0,1
2018-01-13,1,0,0,0,1
2018-01-14,1,0,0,0,1
2018-01-15,3,0,0,0,3
2018-01-16,1,0,0,0,1
2018-01-17,3,0,0,0,3
2018-01-18,6,0,0,0,6
2018-01-19,6,0,0,0,6
2018-01-20,5,0,0,0,5
2018-01-21,5,0,0,0,5
2018-01-22,12,0,0,0,12
2018-01-23,5,1,0,0,6
2018-01-24,10,1,0,0,11
2018-01-25,20,0,0,0,20
2018-01-26,9,0,0,0,9
2018-01-27,5,0,0,0,5
2018-01-28,2,0,0,0,2
2018-01-29,10,0,0,0,10
2018-01-30,13,0,0,0,13
2018-01-31,22,0,0,0,22
2018-02-01,12,0,0,0,12
2018-02-02,8,0,0,0,8
2018-02-03,8,0,0,0,8
2018-02-04,1,0,0,0,1
2018-02-06,7,0,0,0,7
2018-02-07,5,0,0,0,5
2018-02-08,5,0,0,0,5
2018-02-09,4,0,0,0,4
2018-02-10,3,0,0,0,3
2018-02-11,1,0,0,0,1
2018-02-12,3,0,0,0,3
2018-02-13,4,0,0,0,4
2018-02-14,7,0,0,0,7
2018-02-15,7,0,0,0,7
2018-02-16,8,0,0,0,8
2018-02-17,3,0,0,0,3
2018-02-19,10,0,0,0,10
2018-02-20,7,0,0,0,7
2018-02-22,5,0,0,0,5
2018-02-23,6,0,0,0,6
2018-02-24,9,0,0,0,9
2018-02-25,8,0,0,0,8
2018-02-26,5,0,0,0,5
2018-02-27,5,0,0,0,5
2018-02-28,1,0,0,0,1
2018-03-01,16,0,0,0,16
2018-03-02,41,1,0,0,42
2018-03-03,70,2,0,0,72
2018-03-04,14,1,0,0,15
2018-03-05,11,1,0,0,12
2018-03-06,37,0,0,0,37
2018-03-07,13,0,0,0,13
2018-03-08,22,0,0,0,22
2018-03-09,16,0,0,0,16
2018-03-10,21,1,0,0,22
2018-03-11,20,0,0,0,20
2018-03-12,20,1,0,0,21
2018-03-13,12,0,0,0,12
2018-03-14,39,3,0,0,42
2018-03-15,51,1,0,0,52
2018-03-16,24,0,0,0,24
2018-03-17,31,1,0,0,32
2018-03-18,30,1,0,0,31
2018-03-19,15,0,0,0,15
2018-03-20,8,0,0,0,8
2018-03-21,15,0,0,0,15
2018-03-22,47,1,0,0,48
2018-03-23,26,0,0,0,26
2018-03-24,17,2,1,0,20
2018-03-25,21,0,0,0,21
2018-03-26,6,1,0,0,7
2018-03-27,5,0,0,0,5
2018-03-28,23,0,0,0,23
2018-03-29,16,0,0,0,16
2018-03-30,13,0,0,0,13
2018-03-31,17,0,0,0,17
2018-04-01,3,0,0,0,3
2018-04-02,5,0,0,0,5
2018-04-03,66,4,0,0,70
2018-04-04,7,1,0,0,8
2018-04-05,69,1,0,0,70
2018-04-06,94,3,1,0,98
2018-04-07,112,5,0,0,117
2018-04-08,85,0,0,0,85
2018-04-09,84,1,0,0,85
2018-04-10,87,9,0,0,96
2018-04-11,123,26,0,0,149
2018-04-12,76,26,3,0,105
2018-04-13,167,24,4,0,195
2018-04-14,218,22,11,0,251
2018-04-15,182,15,6,0,203
2018-04-16,119,2,0,0,121
2018-04-17,103,5,0,0,108
2018-04-18,128,0,1,0,129
2018-04-19,87,1,1,0,89
2018-04-20,113,10,0,0,123
2018-04-21,99,10,0,0,109
2018-04-22,151,2,0,0,153
2018-04-23,201,6,0,0,207
2018-04-24,189,3,0,0,192
2018-04-25,25,0,0,0,25
2018-04-26,58,0,0,0,58
2018-04-27,75,0,0,0,75
2018-04-28,83,1,0,0,84
2018-04-29,152,38,1,0,191
2018-04-30,142,37,1,0,180
2018-05-01,60,1,0,0,61
2018-05-02,190,1,0,0,191
2018-05-03,188,0,0,0,188
2018-05-04,23,0,0,0,23
2018-05-05,98,0,0,0,98
2018-05-06,42,2,0,0,44
2018-05-07,62,2,0,0,64
2018-05-08,30,0,0,0,30
2018-05-09,33,1,0,0,34
2018-05-10,2,0,0,0,2
2018-05-11,34,0,0,0,34
2018-05-12,8,0,0,0,8
2018-05-13,12,0,0,0,12
2018-05-14,44,2,0,0,46
2018-05-15,26,3,0,0,29
2018-05-16,14,0,0,0,14
2018-05-17,20,0,0,0,20
2018-05-18,6,0,0,0,6
2018-05-19,13,0,0,0,13
2018-05-20,34,0,0,0,34
2018-05-21,33,1,0,0,34
2018-05-22,128,9,0,0,137
2018-05-23,237,75,5,0,317
2018-05-24,221,50,4,0,275
2018-05-25,242,88,2,0,332
2018-05-26,235,87,2,0,324
2018-05-27,229,24,1,0,254
2018-05-28,249,35,1,0,285
2018-05-29,192,23,0,0,215
2018-05-30,58,1,0,0,59
2018-05-31,190,1,0,0,191
2018-06-01,90,29,3,0,122
2018-06-02,72,21,0,0,93
2018-06-03,147,1,0,0,148
2018-06-04,143,0,0,0,143
2018-06-05,91,41,0,0,132
2018-06-06,87,47,0,0,134
2018-06-07,42,1,0,0,43
2018-06-08,28,0,0,0,28
2018-06-09,19,1,0,0,20
2018-06-10,91,6,0,0,97
2018-06-11,163,4,1,0,168
2018-06-12,81,3,1,0,85
2018-06-13,61,2,4,0,67
2018-06-14,78,15,5,0,98
2018-06-15,215,14,0,0,229
2018-06-16,112,1,0,0,113
2018-06-17,91,0,0,0,91
2018-06-18,24,0,0,0,24
2018-06-19,87,1,0,0,88
2018-06-20,196,3,1,0,200
2018-06-21,184,8,4,0,196
2018-06-22,109,1,3,0,113
2018-06-23,113,3,0,0,116
2018-06-24,187,8,6,0,201
2018-06-25,207,11,8,0,226
2018-06-26,116,22,3,0,141
2018-06-27,145,14,0,0,159
2018-06-28,254,39,17,0,310
2018-06-29,121,51,23,0,195
2018-06-30,175,22,0,0,197
2018-07-01,273,22,11,0,306
2018-07-02,390,31,11,0,432
2018-07-03,205,0,5,0,210
2018-07-04,235,2,4,0,241
2018-07-05,60,1,0,0,61
2018-07-06,389,28,1,0,418
2018-07-07,323,66,13,0,402
2018-07-08,318,42,2,0,362
2018-07-09,262,104,33,0,399
2018-07-10,244,86,30,0,360
2018-07-11,44,39,3,0,86
2018-07-12,435,9,3,0,447
2018-07-13,432,1,0,0,433
2018-07-14,100,4,0,0,104
2018-07-15,93,5,2,0,100
2018-07-16,88,1,2,0,91
2018-07-17,282,6,6,0,294
2018-07-18,233,12,11,0,256
2018-07-19,77,13,9,0,99
2018-07-20,188,11,11,0,210
2018-07-21,166,11,9,0,186
2018-07-22,320,27,8,0,355
2018-07-23,246,71,55,0,372
2018-07-24,347,72,181,0,600
2018-07-25,249,136,341,0,726
2018-07-26,242,159,274,0,675
2018-07-27,331,32,303,0,666
2018-07-28,272,111,123,0,506
2018-07-29,358,91,29,0,478
2018-07-30,245,120,62,0,427
2018-07-31,338,85,46,0,469
2018-08-01,91,85,6,0,182
2018-08-02,412,260,14,0,686
2018-08-03,544,193,20,0,757
2018-08-04,460,192,41,0,693
2018-08-05,146,270,101,0,517
2018-08-06,311,235,126,0,672
2018-08-07,106,173,80,0,359
2018-08-08,205,73,243,0,521
2018-08-09,303,178,189,0,670
2018-08-10,210,151,109,0,470
2018-08-11,280,130,144,0,554
2018-08-12,217,156,286,0,659
2018-08-13,232,247,344,0,823
2018-08-14,226,243,353,0,822
2018-08-15,461,224,75,0,760
2018-08-16,384,175,246,0,805
2018-08-17,201,131,172,0,504
2018-08-18,253,72,310,0,635
2018-08-19,329,222,156,0,707
2018-08-20,314,309,139,0,762
2018-08-21,482,162,158,0,802
2018-08-22,287,149,372,0,808
2018-08-23,207,234,350,0,791
2018-08-24,265,291,237,0,793
2018-08-25,345,228,7,0,580
2018-08-26,374,223,23,0,620
2018-08-27,380,153,19,0,552
2018-08-28,352,80,13,0,445
2018-08-29,124,195,5,0,324
2018-08-30,316,127,12,0,455
2018-08-31,427,25,10,0,462
2018-09-01,166,61,1,0,228
2018-09-02,129,24,4,0,157
2018-09-03,150,46,2,0,198
2018-09-04,187,11,7,0,205
2018-09-05,176,32,9,0,217
2018-09-06,165,30,16,0,211
2018-09-07,119,36,35,0,190
2018-09-08,138,65,38,0,241
2018-09-09,172,10,15,0,197
2018-09-10,123,9,6,0,138
2018-09-11,218,13,6,0,237
2018-09-12,169,8,3,0,180
2018-09-13,60,4,11,0,75
2018-09-14,135,12,9,0,156
2018-09-15,25,26,4,0,55
2018-09-16,33,4,90,0,127
2018-09-17,182,12,97,0,291
2018-09-18,287,13,3,0,303
